"","country","year","month","cumulative_total_cases","daily_new_cases","active_cases","cumulative_total_deaths","daily_new_deaths","total_vaccinations","people_vaccinated","people_fully_vaccinated","daily_vaccinations_raw","daily_vaccinations","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","daily_vaccinations_per_million","vaccines"
"1476","Qatar",2021,6,222071,118,1682,590,2,3145062,1714847,1430215,36018,31285,107.32,58.52,48.8,10676,"Moderna, Pfizer/BioNTech"
"1477","Qatar",2021,7,226239,162,1906,601,0,3780468,2053529,1726939,4908,19781,129,70.07,58.93,6750,"Moderna, Pfizer/BioNTech"
"1478","Qatar",2021,8,232744,173,2619,602,0,4454401,2323543,2130858,0,23783,152,79.29,72.71,8116,"Moderna, Pfizer/BioNTech"
"1479","Qatar",2021,9,236643,85,1275,606,1,4712907,0,0,4040,3764,160.82,0,0,1284,"Moderna, Pfizer/BioNTech"
"1480","Romania",2020,12,632263,4322,53726,17744,216,10289,10289,0,4623,2331,0.05,0.05,0,122,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"1481","Romania",2021,1,728743,1825,33437,20712,105,691415,585219,106196,19019,35019,3.61,3.06,0.56,1831,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"1482","Romania",2021,10,1648031,7424,194055,48282,431,12681048,0,6297622,65256,118595,66.3,0,32.92,6200,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"1483","Romania",2021,11,1779667,1622,36345,56570,130,14927256,0,7431916,41627,58295,78.04,0,38.85,3048,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"1484","Romania",2021,12,1781957,1149,33894,56707,58,15296831,0,7593882,42419,42841,79.97,0,39.7,2240,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"1485","Romania",2021,2,801994,2830,38642,23000,93,1532872,915761,617111,11136,21950,8.01,4.79,3.23,1148,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"1486","Romania",2021,3,952803,6156,75435,26696,169,3088292,2015307,1072985,58261,57488,16.15,10.54,5.61,3005,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"1487","Romania",2021,4,1055265,1636,34253,31619,175,5240452,3303419,1937033,78612,82147,27.4,17.27,10.13,4295,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"1488","Romania",2021,5,1077737,153,4054,33862,44,7873523,4320017,3673582,64133,69622,41.16,22.59,19.21,3640,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"1489","Romania",2021,6,1080792,52,1183,34258,9,8958089,4721607,4534978,20800,21635,46.83,24.68,23.71,1131,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"1490","Romania",2021,7,1083189,156,1137,34329,4,9406063,4993968,4864843,11152,13673,49.17,26.11,25.43,715,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"1491","Romania",2021,8,1098765,1313,9092,34614,33,9771316,5246235,5135003,12110,11032,51.08,27.43,26.85,577,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"1492","Romania",2021,9,1233668,12032,77709,37143,199,10237524,0,5384003,61829,33031,53.52,0,28.15,1727,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
"1493","Russia",2020,12,3159297,27747,547938,57019,593,0,0,0,0,68000,0,0,0,466,"EpiVacCorona, Sputnik V"
"1494","Russia",2021,1,3850439,18359,477253,73182,485,0,0,0,0,88538,0,0,0,607,"EpiVacCorona, Sputnik V"
"1495","Russia",2021,10,8513790,40993,916713,238538,1158,104464268,55463950,47601622,402007,480747,71.59,38.01,32.62,3295,"EpiVacCorona, Sputnik V"
"1496","Russia",2021,11,9636881,32648,1032435,275193,1229,126818133,66738623,56681192,922720,831966,86.91,45.74,38.85,5702,"EpiVacCorona, Sputnik V"
"1497","Russia",2021,12,9703107,33389,1025350,277640,1221,135154593,69738785,60962126,1635778,698425,92.63,47.8,41.78,4787,"EpiVacCorona, Sputnik V"
"1498","Russia",2021,2,4246079,11359,348160,86122,379,0,0,0,0,88538,0,0,0,607,"EpiVacCorona, Sputnik V"
"1499","Russia",2021,3,4545095,8275,280073,98850,408,11373572,7004336,4369236,190464,282190,7.79,4.8,2.99,1934,"EpiVacCorona, Sputnik V"
"1500","Russia",2021,4,4805288,8731,267214,110128,397,19834392,12299770,7534622,310531,328367,13.59,8.43,5.16,2250,"EpiVacCorona, Sputnik V"
"1501","Russia",2021,5,5071917,8475,265831,121501,339,28501637,16576370,11925267,52085,242759,19.53,11.36,8.17,1664,"EpiVacCorona, Sputnik V"
"1502","Russia",2021,6,5514599,21042,378992,135214,669,40027944,22691596,17336348,699519,569115,27.43,15.55,11.88,3900,"EpiVacCorona, Sputnik V"
"1503","Russia",2021,7,6265873,23807,498691,158563,792,61902078,36621627,25280451,905533,655504,42.42,25.1,17.33,4492,"EpiVacCorona, Sputnik V"
"1504","Russia",2021,8,6918965,17813,554687,183224,795,80244526,43771190,36473336,232498,381031,55,30,25,2611,"EpiVacCorona, Sputnik V"
"1505","Russia",2021,9,7511026,23888,631004,207255,867,90298423,48079685,42218738,282724,214324,61.89,32.95,28.93,1469,"EpiVacCorona, Sputnik V"
"1506","Rwanda",2021,10,99698,17,52852,1331,3,0,0,0,0,51785,0,0,0,3900,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
"1507","Rwanda",2021,11,100349,5,53485,1342,0,0,0,0,0,89927,0,0,0,6773,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
"1508","Rwanda",2021,12,100381,19,53516,1343,0,10268499,6388237,3880262,0,118308,77.34,48.12,29.23,8911,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
"1509","Rwanda",2021,2,18850,60,1276,261,0,0,0,0,0,4170,0,0,0,314,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
"1510","Rwanda",2021,3,21783,138,1294,307,1,0,0,0,0,63,0,0,0,5,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
"1511","Rwanda",2021,4,25116,121,1547,335,2,349871,349871,0,0,12,2.64,2.64,0,1,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
"1512","Rwanda",2021,5,26963,45,927,353,1,0,0,0,0,6154,0,0,0,464,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
"1513","Rwanda",2021,6,39047,849,11337,438,7,0,0,0,0,2180,0,0,0,164,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
"1514","Rwanda",2021,7,70698,860,25053,808,10,0,0,0,0,12921,0,0,0,973,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
"1515","Rwanda",2021,8,87627,496,41237,1089,6,0,0,0,0,90430,0,0,0,6811,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
"1516","Rwanda",2021,9,97517,159,50769,1273,9,3779887,2116184,1663703,0,41102,28.47,15.94,12.53,3096,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
"1517","Saint Helena",2021,2,0,0,0,0,0,0,0,0,0,75,0,0,0,12305,"Oxford/AstraZeneca"
"1518","Saint Helena",2021,3,2,0,1,0,0,0,0,0,0,76,0,0,0,12469,"Oxford/AstraZeneca"
"1519","Saint Helena",2021,4,2,0,0,0,0,0,0,0,0,97,0,0,0,15915,"Oxford/AstraZeneca"
"1520","Saint Helena",2021,5,2,0,0,0,0,7892,4361,3531,0,97,129.48,71.55,57.93,15915,"Oxford/AstraZeneca"
"1521","Saint Lucia",2021,10,12559,0,345,255,0,0,0,0,0,450,0,0,0,2440,"Oxford/AstraZeneca, Pfizer/BioNTech"
"1522","Saint Lucia",2021,11,13000,11,113,280,0,100779,54362,46417,0,206,54.65,29.48,25.17,1117,"Oxford/AstraZeneca, Pfizer/BioNTech"
"1523","Saint Lucia",2021,12,13017,0,112,280,0,102696,55063,47633,0,170,55.69,29.86,25.83,922,"Oxford/AstraZeneca, Pfizer/BioNTech"
"1524","Saint Lucia",2021,2,3390,34,342,35,0,0,0,0,0,131,0,0,0,710,"Oxford/AstraZeneca, Pfizer/BioNTech"
"1525","Saint Lucia",2021,3,4238,10,36,60,1,22357,0,0,346,202,12.12,0,0,1095,"Oxford/AstraZeneca, Pfizer/BioNTech"
"1526","Saint Lucia",2021,4,4552,18,115,74,0,24266,0,0,36,58,13.16,0,0,315,"Oxford/AstraZeneca, Pfizer/BioNTech"
"1527","Saint Lucia",2021,5,5067,14,189,79,2,0,0,0,0,219,0,0,0,1188,"Oxford/AstraZeneca, Pfizer/BioNTech"
"1528","Saint Lucia",2021,6,5296,4,91,84,0,52771,30815,21956,175,173,28.62,16.71,11.91,938,"Oxford/AstraZeneca, Pfizer/BioNTech"
"1529","Saint Lucia",2021,7,5610,29,144,89,0,57066,32291,24775,227,161,30.95,17.51,13.44,873,"Oxford/AstraZeneca, Pfizer/BioNTech"
"1530","Saint Lucia",2021,8,8219,64,1933,104,1,0,0,0,0,394,0,0,0,2137,"Oxford/AstraZeneca, Pfizer/BioNTech"
"1531","Saint Lucia",2021,9,11459,0,1483,201,0,78510,45972,32538,1798,574,42.58,24.93,17.65,3113,"Oxford/AstraZeneca, Pfizer/BioNTech"
"1532","Samoa",2021,10,3,0,0,0,0,0,0,0,0,1260,0,0,0,6295,"Oxford/AstraZeneca"
"1533","Samoa",2021,11,3,0,0,0,0,248729,139865,108864,0,1682,124.28,69.88,54.39,8404,"Oxford/AstraZeneca"
"1534","Samoa",2021,5,3,0,0,0,0,0,0,0,0,673,0,0,0,3363,"Oxford/AstraZeneca"
"1535","Samoa",2021,6,3,0,0,0,0,0,0,0,0,1169,0,0,0,5841,"Oxford/AstraZeneca"
"1536","Samoa",2021,7,3,0,0,0,0,0,0,0,0,1713,0,0,0,8559,"Oxford/AstraZeneca"
"1537","Samoa",2021,8,3,0,0,0,0,134265,92319,41946,0,1163,67.08,46.13,20.96,5811,"Oxford/AstraZeneca"
"1538","Samoa",2021,9,3,0,0,0,0,0,0,0,0,2569,0,0,0,12836,"Oxford/AstraZeneca"
"1539","San Marino",2021,10,5509,0,34,92,0,47502,0,22329,0,28,139.67,0,65.65,823,"Pfizer/BioNTech, Sputnik V"
"1540","San Marino",2021,11,5979,0,276,93,0,0,0,0,0,37,0,0,0,1088,"Pfizer/BioNTech, Sputnik V"
"1541","San Marino",2021,12,5979,0,276,93,0,48672,24922,23750,0,120,143.11,73.28,69.83,3528,"Pfizer/BioNTech, Sputnik V"
"1542","San Marino",2021,2,3716,0,385,74,0,0,0,0,0,120,0,0,0,3528,"Pfizer/BioNTech, Sputnik V"
"1543","San Marino",2021,3,4731,50,519,84,0,12341,8818,3523,582,411,36.29,25.93,10.36,12085,"Pfizer/BioNTech, Sputnik V"
"1544","San Marino",2021,4,5066,6,59,90,0,0,0,0,0,467,0,0,0,13731,"Pfizer/BioNTech, Sputnik V"
"1545","San Marino",2021,5,5090,1,2,90,0,42934,21580,21354,405,107,126.24,63.45,62.79,3146,"Pfizer/BioNTech, Sputnik V"
"1546","San Marino",2021,6,5091,0,1,90,0,44515,0,0,84,18,130.89,0,0,529,"Pfizer/BioNTech, Sputnik V"
"1547","San Marino",2021,7,5130,0,35,90,0,0,0,0,0,73,0,0,0,2146,"Pfizer/BioNTech, Sputnik V"
"1548","San Marino",2021,8,5321,0,81,90,0,0,0,0,0,8,0,0,0,235,"Pfizer/BioNTech, Sputnik V"
"1549","San Marino",2021,9,5431,0,29,91,0,0,0,0,0,0,0,0,0,0,"Pfizer/BioNTech, Sputnik V"
"1550","Saudi Arabia",2021,1,368074,261,2126,6375,3,0,0,0,0,6047,0,0,0,171,"Oxford/AstraZeneca, Pfizer/BioNTech"
"1551","Saudi Arabia",2021,10,548617,46,2253,8794,1,45720862,24208729,21512133,79329,64860,129.37,68.5,60.87,1835,"Oxford/AstraZeneca, Pfizer/BioNTech"
"1552","Saudi Arabia",2021,11,549752,32,2003,8836,2,47444801,24619259,22467509,53159,41353,134.25,69.66,63.57,1170,"Oxford/AstraZeneca, Pfizer/BioNTech"
"1553","Saudi Arabia",2021,12,549810,24,2005,8839,2,48023170,24766927,22771497,39200,56540,135.89,70.08,64.43,1600,"Oxford/AstraZeneca, Pfizer/BioNTech"
"1554","Saudi Arabia",2021,2,377383,322,2584,6494,6,0,0,0,0,36008,0,0,0,1019,"Oxford/AstraZeneca, Pfizer/BioNTech"
"1555","Saudi Arabia",2021,3,390007,585,5255,6669,6,4432572,0,0,105996,111004,12.54,0,0,3141,"Oxford/AstraZeneca, Pfizer/BioNTech"
"1556","Saudi Arabia",2021,4,417363,1056,9826,6957,11,9343991,0,0,311070,199863,26.44,0,0,5655,"Oxford/AstraZeneca, Pfizer/BioNTech"
"1557","Saudi Arabia",2021,5,450436,1245,9661,7362,15,14208292,0,0,164529,170690,40.2,0,0,4830,"Oxford/AstraZeneca, Pfizer/BioNTech"
"1558","Saudi Arabia",2021,6,487592,1486,12140,7819,15,17880870,16293289,1587581,208927,135395,50.6,46.1,4.49,3831,"Oxford/AstraZeneca, Pfizer/BioNTech"
"1559","Saudi Arabia",2021,7,525730,1146,11404,8237,11,26867756,18786436,8081320,299806,364789,76.03,53.16,22.87,10322,"Oxford/AstraZeneca, Pfizer/BioNTech"
"1560","Saudi Arabia",2021,8,544449,224,3054,8545,6,37133188,22218040,14915148,295851,328696,105.07,62.87,42.2,9301,"Oxford/AstraZeneca, Pfizer/BioNTech"
"1561","Saudi Arabia",2021,9,547134,44,2240,8716,3,42109715,23387302,18722413,119513,107022,119.15,66.18,52.98,3028,"Oxford/AstraZeneca, Pfizer/BioNTech"
"1562","Senegal",2021,10,73917,0,20,1878,0,0,0,0,0,1720,0,0,0,100,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing"
"1563","Senegal",2021,11,73987,0,11,1885,0,0,0,0,0,1440,0,0,0,84,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing"
"1564","Senegal",2021,12,73996,6,16,1886,1,1928411,1334702,936623,0,1474,11.21,7.76,5.45,86,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing"
"1565","Senegal",2021,2,34520,265,4754,872,7,27018,27018,0,1365,4503,0.16,0.16,0,262,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing"
"1566","Senegal",2021,3,38705,87,333,1051,2,260754,260754,0,13004,8979,1.52,1.52,0,522,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing"
"1567","Senegal",2021,4,40344,49,154,1107,0,411343,411343,0,419,2244,2.39,2.39,0,130,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing"
"1568","Senegal",2021,5,41416,29,207,1139,1,522575,452735,69840,0,1613,3.04,2.63,0.41,94,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing"
"1569","Senegal",2021,6,43133,176,538,1166,0,0,0,0,0,5291,0,0,0,308,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing"
"1570","Senegal",2021,7,62290,1045,13801,1353,20,0,0,0,0,28965,0,0,0,1684,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing"
"1571","Senegal",2021,8,72805,52,9026,1765,5,0,0,0,0,2958,0,0,0,172,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing"
"1572","Senegal",2021,9,73775,11,125,1858,0,1812874,1247876,564998,0,3505,10.54,7.26,3.29,204,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing"
"1573","Serbia",2021,1,395263,1366,27191,4020,20,0,0,0,0,34158,0,0,0,4971,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"1574","Serbia",2021,10,1142749,4929,125752,9955,65,0,0,0,0,23980,0,0,0,3490,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"1575","Serbia",2021,11,1254845,2272,49889,11691,54,7899611,3263835,3123638,22170,20993,114.96,47.5,45.46,3055,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"1576","Serbia",2021,12,1259005,1980,47794,11792,48,8046012,3284917,3157418,13844,15058,117.09,47.8,45.95,2191,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"1577","Serbia",2021,2,459259,2809,43316,4443,14,1436682,924683,511999,3627,29426,20.91,13.46,7.45,4282,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"1578","Serbia",2021,3,600596,5107,92599,5308,38,2444395,1428888,1015507,23400,28984,35.57,20.79,14.78,4218,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"1579","Serbia",2021,4,689557,1613,47324,6362,25,3514605,2026571,1488034,0,45951,51.15,29.49,21.66,6687,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"1580","Serbia",2021,5,712472,248,8964,6865,11,0,0,0,0,39802,0,0,0,5792,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"1581","Serbia",2021,6,716562,104,1924,7047,4,0,0,0,0,11516,0,0,0,1676,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"1582","Serbia",2021,7,721918,298,4249,7114,2,5536170,2835895,2700275,5379,7720,80.57,41.27,39.3,1123,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"1583","Serbia",2021,8,762933,2981,33769,7292,14,0,0,0,0,22049,0,0,0,3209,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"1584","Serbia",2021,9,941989,7549,130033,8234,47,6497670,3040293,2901882,20471,17957,94.56,44.24,42.23,2613,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
"1585","Seychelles",2021,1,1205,19,186,4,0,0,0,0,0,2079,0,0,0,21019,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
"1586","Seychelles",2021,10,22177,0,209,119,0,0,0,0,0,571,0,0,0,5773,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
"1587","Seychelles",2021,11,23197,0,482,125,0,179462,81937,77951,0,260,181.44,82.84,78.81,2629,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
"1588","Seychelles",2021,2,2618,26,320,11,0,0,0,0,0,2030,0,0,0,20524,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
"1589","Seychelles",2021,3,4135,0,368,22,0,0,0,0,0,685,0,0,0,6925,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
"1590","Seychelles",2021,4,5873,314,744,28,2,0,0,0,0,842,0,0,0,8513,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
"1591","Seychelles",2021,5,11621,476,1080,42,2,0,0,0,0,267,0,0,0,2699,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
"1592","Seychelles",2021,6,15579,0,1146,68,0,138581,70911,67670,0,94,140.11,71.69,68.42,950,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
"1593","Seychelles",2021,7,18189,0,557,94,0,0,0,0,0,114,0,0,0,1153,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
"1594","Seychelles",2021,8,19976,0,510,104,0,0,0,0,0,129,0,0,0,1304,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
"1595","Seychelles",2021,9,21347,0,329,115,0,0,0,0,0,379,0,0,0,3832,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
"1596","Sierra Leone",2021,10,6398,0,0,121,0,0,0,0,0,13039,0,0,0,1602,"Oxford/AstraZeneca, Sinopharm/Beijing"
"1597","Sierra Leone",2021,11,6402,0,0,121,0,0,0,0,0,5945,0,0,0,730,"Oxford/AstraZeneca, Sinopharm/Beijing"
"1598","Sierra Leone",2021,12,6402,0,0,121,0,923880,747044,385232,0,4596,11.35,9.18,4.73,565,"Oxford/AstraZeneca, Sinopharm/Beijing"
"1599","Sierra Leone",2021,3,3980,10,0,79,0,31889,31889,0,6053,3169,0.39,0.39,0,389,"Oxford/AstraZeneca, Sinopharm/Beijing"
"1600","Sierra Leone",2021,4,4054,1,0,79,0,0,0,0,0,812,0,0,0,100,"Oxford/AstraZeneca, Sinopharm/Beijing"
"1601","Sierra Leone",2021,5,4147,0,0,79,0,79762,68882,10880,0,643,0.98,0.85,0.13,79,"Oxford/AstraZeneca, Sinopharm/Beijing"
"1602","Sierra Leone",2021,6,5575,80,0,100,2,0,0,0,0,1415,0,0,0,174,"Oxford/AstraZeneca, Sinopharm/Beijing"
"1603","Sierra Leone",2021,7,6283,4,0,120,0,0,0,0,0,1415,0,0,0,174,"Oxford/AstraZeneca, Sinopharm/Beijing"
"1604","Sierra Leone",2021,8,6367,0,0,121,0,0,0,0,0,1533,0,0,0,188,"Oxford/AstraZeneca, Sinopharm/Beijing"
"1605","Sierra Leone",2021,9,6394,1,0,121,0,0,0,0,0,2392,0,0,0,294,"Oxford/AstraZeneca, Sinopharm/Beijing"
"1606","Singapore",2021,1,59536,29,279,29,0,155050,155000,50,0,10547,2.84,2.84,0,1934,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"1607","Singapore",2021,10,198374,3163,31357,407,13,0,0,0,0,53,0,0,0,10,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"1608","Singapore",2021,11,264725,1239,12474,718,8,0,0,0,0,53,0,0,0,10,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"1609","Singapore",2021,12,267150,1101,11291,735,9,9489264,4744632,4744632,0,53,174,87,87,10,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"1610","Singapore",2021,2,59936,11,84,29,0,0,0,0,0,15004,0,0,0,2751,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"1611","Singapore",2021,3,60381,34,202,30,0,0,0,0,0,36366,0,0,0,6668,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"1612","Singapore",2021,4,61145,24,364,30,0,0,0,0,0,41975,0,0,0,7697,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"1613","Singapore",2021,5,62051,23,559,33,0,4047651,2281154,1766497,0,45540,74.22,41.83,32.39,8350,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"1614","Singapore",2021,6,62579,16,315,36,0,0,0,0,0,47639,0,0,0,8735,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"1615","Singapore",2021,7,64981,120,2081,37,0,7576612,4307602,3391799,72058,63690,138.93,78.99,62.19,11679,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"1616","Singapore",2021,8,67620,161,1391,55,0,8890717,4601255,4434945,14715,15627,163.02,84.37,81.32,2865,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"1617","Singapore",2021,9,96521,2478,18252,95,2,9403389,4695781,4530048,23158,25738,172.43,86.1,83.07,4719,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
"1618","Slovakia",2021,1,249913,1723,29219,4642,77,149328,139568,9760,60,6699,2.73,2.56,0.18,1227,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V"
"1619","Slovakia",2021,10,483773,4036,46372,13034,16,4827013,2515032,2311981,1314,3259,88.4,46.06,42.34,597,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V"
"1620","Slovakia",2021,11,680084,7069,110141,14418,77,5001565,2651258,2350307,5315,6990,91.59,48.55,43.04,1280,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V"
"1621","Slovakia",2021,12,697471,7853,111544,14606,103,5043446,2677886,2365560,37,3426,92.36,49.04,43.32,627,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V"
"1622","Slovakia",2021,2,308083,1815,30401,7189,114,450439,316127,134312,5566,10862,8.25,5.79,2.46,1989,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V"
"1623","Slovakia",2021,3,361185,1855,18755,9719,95,983001,718967,264034,22719,18154,18,13.17,4.84,3324,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V"
"1624","Slovakia",2021,4,382211,467,7588,11684,37,1586099,1082596,503503,27963,23039,29.05,19.83,9.22,4219,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V"
"1625","Slovakia",2021,5,389721,31,2058,12343,4,2614490,1740809,873681,34696,36112,47.88,31.88,16,6613,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V"
"1626","Slovakia",2021,6,391642,33,493,12510,0,3641715,2037017,1604698,28952,32860,66.69,37.3,29.39,6018,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V"
"1627","Slovakia",2021,7,392647,66,572,12540,4,4268156,2277287,1990869,15148,13124,78.16,41.7,36.46,2403,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V"
"1628","Slovakia",2021,8,394923,132,1313,12548,0,4581640,2400960,2180680,8457,7342,83.9,43.97,39.93,1345,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V"
"1629","Slovakia",2021,9,412507,1427,12142,12637,17,4726866,2464120,2262746,4791,4193,86.56,45.12,41.44,768,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V"
"1630","Slovenia",2020,12,122198,2458,20119,2697,32,11489,11489,0,1858,1322,0.55,0.55,0,636,"Oxford/AstraZeneca, Pfizer/BioNTech"
"1631","Slovenia",2021,1,166473,580,17248,3503,13,82956,55478,27478,3,2574,3.99,2.67,1.32,1238,"Oxford/AstraZeneca, Pfizer/BioNTech"
"1632","Slovenia",2021,10,335851,1663,27710,4745,6,2356331,1188837,1118272,4,3264,113.35,57.19,53.8,1570,"Oxford/AstraZeneca, Pfizer/BioNTech"
"1633","Slovenia",2021,11,420905,2489,37144,5224,16,2678326,1231630,1149875,8972,9062,128.84,59.25,55.32,4359,"Oxford/AstraZeneca, Pfizer/BioNTech"
"1634","Slovenia",2021,12,425298,2135,33585,5255,15,2755171,1238131,1169645,8289,6120,132.54,59.56,56.27,2944,"Oxford/AstraZeneca, Pfizer/BioNTech"
